idx,Name,Recommend Name 0,Recommend Name 1,Recommend Name 2,Recommend Name 3,Recommend Name 4,Recommend Name 5,Recommend Name 6,Recommend Name 7,Recommend Name 8,Recommend Name 9,Recommend PCA Distances 0,Recommend PCA Distances 1,Recommend PCA Distances 2,Recommend PCA Distances 3,Recommend PCA Distances 4,Recommend PCA Distances 5,Recommend PCA Distances 6,Recommend PCA Distances 7,Recommend PCA Distances 8,Recommend PCA Distances 9,Recommend Genres 0,Recommend Genres 1,Recommend Genres 2,Recommend Genres 3,Recommend Genres 4,Recommend Genres 5,Recommend Genres 6,Recommend Genres 7,Recommend Genres 8,Recommend Genres 9,Recommend Rating 0,Recommend Rating 1,Recommend Rating 2,Recommend Rating 3,Recommend Rating 4,Recommend Rating 5,Recommend Rating 6,Recommend Rating 7,Recommend Rating 8,Recommend Rating 9,Predicted Rating,Actual Rating
2232,Topsy-Turvy,The Greatest Show on Earth,Cry Freedom,Mr. Turner,A Passage to India,Oliver!,"New York, New York",The Last Temptation of Christ,Duel in the Sun,Brooklyn's Finest,For Greater Glory - The True Story of Cristiada,0.0031305917328847688,0.003357713467798007,0.0047638952293880266,0.007001151924822313,0.00880731160855086,0.009241908884881633,0.009530610087460478,0.010406222367772111,0.010830529689923374,0.011423095128367478,"'Action','Drama','Romance'",'Drama',"'History','Drama'","'Drama','Adventure','History'","'Drama','Family','Music'","'Drama','Music','Romance'",'Drama','Western',"'Crime','Drama','Thriller'","'History','Drama'",6.6,6.9,6.3,6.9,7.0,6.1,7.0,6.2,6.2,6.4,6.5600000000000005,6.7
2233,Little Boy,Salton Sea,To Die For,Blow Out,Lords of Dogtown,Death Sentence,Cadillac Records,Young Sherlock Holmes,Fair Game,Far from Heaven,Mr. Church,0.010907595509201506,0.013082274782213354,0.0215487520713199,0.02539602449548728,0.03263221653805459,0.0352684554442072,0.035736688542911677,0.03618278858600943,0.038824886595218766,0.040125770548366746,"'Drama','Mystery','Thriller'","'Fantasy','Drama','Comedy','Thriller'","'Drama','Mystery','Thriller'",'Drama',"'Action','Crime','Drama','Thriller'","'Drama','History','Music'","'Action','Adventure','Crime','Drama','Family','Mystery','Thriller'","'Drama','Thriller'","'Drama','Romance'",'Drama',7.0,6.7,7.3,7.0,6.5,6.9,6.7,6.5,6.9,7.0,6.85,7.0
2234,A Dangerous Method,We Are Your Friends,Monsters,Chloe,Green Room,The Signal,Beneath the Planet of the Apes,The Crazies,Seeking a Friend for the End of the World,Another Earth,The Switch,0.013722791945785962,0.023283481160044417,0.031953460675335,0.034362678286185555,0.03641955298396504,0.041343250452721136,0.043844719907184304,0.04463746959294401,0.045567571969205134,0.050327663816454926,"'Drama','Music','Romance'","'Drama','Thriller','ScienceFiction'","'Drama','Thriller','Mystery'","'Horror','Crime','Thriller'","'Thriller','ScienceFiction'","'Adventure','ScienceFiction','Mystery'","'Mystery','Horror','Action'","'Comedy','Drama','Romance','ScienceFiction'","'Drama','ScienceFiction'","'Comedy','Romance','Drama'",6.3,6.2,5.9,6.7,5.8,6.2,6.2,6.3,6.8,5.9,6.2299999999999995,6.2
2235,A Scanner Darkly,Triangle,They Live,The Lost Boys,Four Rooms,Winter's Bone,Four Lions,Green Room,A Single Man,Another Earth,Hellraiser,0.012354539271599796,0.029386807708972396,0.029977330574088912,0.02997778739148782,0.032660387272824276,0.03378474230601736,0.035549431386940444,0.03596760340146943,0.03639052059198722,0.038214790486992944,'Horror',"'Action','Horror','ScienceFiction','Thriller'","'Horror','Comedy'","'Crime','Comedy'",'Drama',"'Comedy','Crime','Drama'","'Horror','Crime','Thriller'","'Drama','Romance'","'Drama','ScienceFiction'",'Horror',6.9,7.1,6.8,6.5,6.8,7.0,6.7,7.3,6.8,6.9,6.88,6.8
2236,Chasing Mavericks,Velvet Goldmine,Holy Motors,Frenzy,A Simple Plan,Boys Don't Cry,Hang 'em High,Peaceful Warrior,Ghost Dog: The Way of the Samurai,What's Love Got to Do with It,The East,0.006572974886074445,0.010610544164210811,0.011227203203017733,0.011883247201496472,0.01217265189424055,0.01244939833180847,0.012575251020491174,0.012954218957766384,0.013708756602114569,0.0191298718405587,"'Drama','Music'","'Drama','Fantasy'","'Crime','Drama','Mystery','Thriller'","'Drama','Crime','Thriller'","'Crime','Drama'",'Western',"'Drama','Romance'","'Crime','Drama'","'Drama','Music'","'Drama','Thriller'",6.9,6.9,7.1,6.9,7.2,6.7,7.3,7.2,6.9,6.5,6.959999999999999,7.0
2237,Alone in the Dark,BloodRayne,Shanghai Surprise,All Hat,Certifiably Jonathan,Short Cut to Nirvana: Kumbh Mela,Fabled,The Young Unknowns,A Beginner's Guide to Snuff,The Legend of the Lone Ranger,Down & Out With The Dolls,0.009924713243408934,0.01169364147978813,0.013136069681673801,0.01384201523863604,0.01457756831123036,0.014706156632142586,0.014803613556414241,0.014816773282379403,0.015083980010906384,0.015165329495321012,"'Action','Adventure','Fantasy','Horror'",'Adventure',"'Action','Comedy','Drama','Western'",'Comedy',,"'Drama','Mystery','Thriller'",'Drama',"'Thriller','Comedy','Horror'","'Action','Adventure','Romance','Western'","'Comedy','Music'",3.5,2.9,1.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,1.11,3.1
2238,Bandslam,Georgia Rule,Straw Dogs,Eye of the Beholder,My Stepmother is an Alien,Breakfast of Champions,I Come with the Rain,September Dawn,Strangerland,Winnie Mandela,5 Days of War,0.010353104085652265,0.010742776266999376,0.011128665213159361,0.014196219412619504,0.01562800126471764,0.01744711909625629,0.020773921761343517,0.022890920919606872,0.02581121137301723,0.027132587336620273,"'Comedy','Drama','Romance'","'Drama','Thriller'","'Drama','Mystery','Thriller'","'Comedy','ScienceFiction'",'Comedy',"'Thriller','Drama'","'Drama','Action','History','Western','Romance'","'Drama','Thriller'",'Drama',"'War','Drama'",5.6,5.5,5.3,5.3,5.2,5.6,5.0,5.1,5.2,5.8,5.36,5.4
2239,Birth,Eye for an Eye,Freedom,Someone Like You...,The Weather Man,Willard,Highway,All The Queen's Men,Harriet the Spy,People I Know,Snow White: A Tale of Terror,0.009348897425932479,0.010415932232106462,0.014663390448291125,0.01643763499419648,0.016472658900105297,0.017380112367027634,0.01768008259699838,0.01985354307576548,0.020372278121741805,0.022402464323376226,"'Drama','Thriller'",'Drama',"'Comedy','Romance'","'Comedy','Drama'",'Horror',"'Action','Adventure','Drama'","'Action','Comedy','Drama','History'","'Comedy','Drama','Family'","'Drama','Thriller'","'Fantasy','Horror'",5.8,5.8,6.0,6.0,5.8,5.6,6.1,5.7,5.5,6.0,5.83,5.9
2240,A Most Violent Year,Out of the Furnace,Inherent Vice,Brazil,A Most Wanted Man,Tinker Tailor Soldier Spy,Never Back Down,25th Hour,The Infiltrator,Milk,Legend,0.05640787972807082,0.05659010257138086,0.056839022831421615,0.06232946603563472,0.06293264287301548,0.06540778258237889,0.07005421350414531,0.08440701124009875,0.08853733095701977,0.10225657106610675,"'Thriller','Drama','Crime'","'Comedy','Romance','Crime','Drama','Mystery'","'Comedy','ScienceFiction'",'Thriller',"'Drama','Thriller','Mystery'","'Drama','Action'","'Crime','Drama'","'Crime','Drama','Thriller'","'History','Drama'","'Crime','Thriller'",6.5,6.5,7.5,6.5,6.6,6.4,7.2,6.6,7.1,6.7,6.760000000000001,6.5
2241,Passchendaele,Home Run,The Original Kings of Comedy,Partition,Lady in White,Mumford,The Slaughter Rule,Diary of a Mad Black Woman,Roll Bounce,The Last Sin Eater,Ulee's Gold,0.00016967325060945893,0.0005276962595006651,0.0026191210403005982,0.002697524508512239,0.0029582222363143673,0.0034778999223628038,0.00413858456364169,0.005087258950525975,0.005418073752216701,0.005687976470605816,'Drama','Comedy',"'Drama','Foreign','Romance'","'Horror','Thriller'","'Comedy','Drama','Romance'",'Drama',"'Comedy','Drama','Romance'","'Comedy','Drama','Family'",'Drama','Drama',6.3,6.3,6.4,6.3,6.3,6.2,6.4,6.1,6.2,6.5,6.300000000000001,6.3
2242,Flash of Genius,Wah-Wah,Illuminata,School Daze,Force 10 from Navarone,To Save A Life,The Upside of Anger,Another Happy Day,The Last Sin Eater,Julia,Fifty Dead Men Walking,0.0006375443877394416,0.0022375499582351077,0.0023297764902521223,0.0024870743824676467,0.0027912281897840563,0.0029126515805374398,0.003184321413963964,0.003633761985638584,0.0037246886527397827,0.004913700208654115,'Drama','Drama',"'Comedy','Drama'","'Action','Adventure','War','Thriller'",'Drama',"'Comedy','Drama'","'Comedy','Drama'",'Drama','Drama',"'Action','Thriller'",6.3,6.3,6.2,6.4,6.2,6.4,6.2,6.2,6.3,6.1,6.260000000000001,6.3
2243,I'm Not There.,The Sisterhood of the Traveling Pants,He Got Game,In the Valley of Elah,Little Children,Million Dollar Arm,For Greater Glory - The True Story of Cristiada,Blindness,The Bounty,Goodbye Bafana,Anonymous,0.00936571402304387,0.009712318452486102,0.00996225597347078,0.011990383553449058,0.013544503322360013,0.014297590226295398,0.016319465956079915,0.0167750593843653,0.01972067689021373,0.02120334923368772,"'Drama','Comedy'",'Drama',"'History','Drama','Thriller','Crime','Mystery'","'Romance','Drama'",'Drama',"'History','Drama'","'Drama','Mystery','ScienceFiction','Thriller'","'Action','Drama','History'","'History','Drama'","'Drama','History','Thriller'",6.3,6.7,6.6,6.9,6.6,6.4,6.4,6.5,7.0,6.3,6.57,6.6
2244,The Cold Light of Day,I Am Wrath,One Missed Call,Getaway,The Covenant,The Vatican Tapes,My Boss's Daughter,Kickboxer: Vengeance,Fifty Shades of Black,Red Sonja,Dying of the Light,0.006343798696994196,0.007866026558580153,0.007887572481606986,0.009611315533555875,0.009974818573168842,0.011951298820598755,0.013172667023549689,0.01461016480279198,0.014759357098200532,0.01522233642515003,"'Action','Crime','Drama','Thriller'","'Horror','Mystery','Thriller'","'Action','Crime'","'Action','Adventure','Fantasy','Horror','ScienceFiction','Thriller'","'Thriller','Horror'","'Comedy','Romance'","'Action','Drama'","'Romance','Comedy'","'Adventure','Fantasy','Action'","'Thriller','Drama'",4.5,4.7,4.9,5.2,4.6,4.4,4.5,4.3,5.0,4.5,4.659999999999999,4.8
2245,The Brothers Bloom,Things We Lost in the Fire,Center Stage,This Christmas,My All American,Arlington Road,The Ice Storm,Black Snake Moan,The Railway Man,Simon Birch,Draft Day,0.011648180944841324,0.012824619171319829,0.01445208565131606,0.018077873504084963,0.019151973679410572,0.02215474652750382,0.02294018524618846,0.023236229798747288,0.027596259235944443,0.028585534192943962,'Drama',"'Drama','Music'","'Comedy','Drama'",'Drama',"'Drama','Thriller','Mystery'",'Drama','Drama',"'Drama','History'","'Comedy','Drama','Family'",'Drama',6.7,6.8,7.1,6.8,7.0,6.9,6.6,6.7,6.5,6.5,6.760000000000001,6.8
2246,"Synecdoche, New York",The World's Fastest Indian,Glory,Ladyhawke,Sorcerer,Silverado,Life as a House,Capitalism: A Love Story,House of Sand and Fog,The Red Violin,Running Scared,0.013644774478184907,0.015419136150830681,0.020364402097429735,0.020773796212937068,0.021356958013962868,0.022483537483467098,0.024266341505331468,0.02520601913746867,0.025568030957299648,0.026427896599644174,'Drama','War',"'Adventure','Drama','Fantasy','Romance'","'Action','Thriller','Adventure'","'Action','Crime','Drama','Western'",'Drama','Documentary','Drama',"'Drama','Thriller','Mystery','Music','Romance'","'Action','Crime','Drama','Thriller'",7.3,7.4,6.8,7.4,7.1,7.2,7.0,7.0,7.3,7.0,7.15,7.4
2247,もののけ姫,ハウルの動く城,Creed,Million Dollar Baby,"Il buono, il brutto, il cattivo",Prisoners,千と千尋の神隠し,Schindler's List,Aliens,The Big Short,Dead Poets Society,0.06740367333582709,0.08653691984047251,0.08788163393497694,0.10109819443187884,0.10303881483900035,0.10393541682384244,0.10485070611562042,0.1076390753419546,0.11010807656359556,0.11323362974341677,"'Fantasy','Animation','Adventure'",'Drama','Drama','Western',"'Drama','Thriller','Crime'","'Fantasy','Adventure','Animation','Family'","'Drama','History','War'","'Horror','Action','Thriller','ScienceFiction'","'Comedy','Drama'",'Drama',8.2,7.3,7.7,8.1,7.9,8.3,8.3,7.7,7.3,8.1,7.889999999999999,8.2
2248,Bon voyage,"Nannerl, la soeur de Mozart",La Fille du RER,La fleur du mal,Les herbes folles,Les Visiteurs 2 : Les Couloirs du temps,Bon Cop Bad Cop,Molière,They Will Have to Kill Us First,Loin des hommes,Maurice Richard,0.018824948449542744,0.02601610311373881,0.031057549889384473,0.03171744210768934,0.03174649124151785,0.03458611292353875,0.038966912044532176,0.04090706470154215,0.041402833070530276,0.0417158477206504,'Drama',"'Drama','Romance'",'Drama',"'Drama','Romance'","'Comedy','Fantasy'","'Action','Comedy','Crime'","'Romance','Drama','Comedy'","'Music','Documentary'","'Drama','War'",'Drama',6.2,5.6,5.7,5.8,5.8,6.5,6.7,5.0,6.6,6.1,6.000000000000001,5.7
2249,Can't Stop the Music,Sugar Hill,Idlewild,Pandaemonium,Lucky You,By the Sea,The Virginity Hit,90 Minutes in Heaven,"The Book of Mormon Movie, Volume 1: The Journey",Da Sweet Blood of Jesus,Bobby Jones: Stroke of Genius,0.008416201402651535,0.008827786581201535,0.010643342910192755,0.011960779912638886,0.0137894385856967,0.014582314507008642,0.015562742565622067,0.017511995201563657,0.023255979346471722,0.026404333854852524,"'Drama','Action','Thriller'","'Crime','Drama','Music'","'Drama','Foreign'","'Drama','Romance'","'Drama','Romance'",'Comedy','Drama',,"'Thriller','Comedy','Romance'",'Drama',5.2,5.1,4.5,5.4,5.4,4.6,5.4,5.0,4.1,5.5,5.0200000000000005,4.9
2250,The Proposition,The Dead Zone,Shine,My Own Private Idaho,Religulous,Now Is Good,Harry Brown,Cop Land,Beginners,She Wore a Yellow Ribbon,Rudderless,0.006115966449095622,0.006274092426374556,0.0071741912658196405,0.011057595566399181,0.01106573446753556,0.013123835121231386,0.014087622325151372,0.015411189941107573,0.016465997358736995,0.016880789044158462,"'Horror','ScienceFiction','Thriller'",'Drama',"'Drama','Romance'","'Comedy','Documentary'","'Drama','Romance'","'Thriller','Crime','Drama','Action'","'Action','Crime','Drama'","'Drama','Romance','Comedy'",'Western',"'Music','Drama','Comedy'",6.9,7.3,7.1,7.2,7.3,6.7,6.6,6.8,7.1,7.4,7.040000000000001,7.1
2251,My All American,Center Stage,Beyond the Sea,Moonlight Mile,Mao's Last Dancer,This Christmas,Me and Orson Welles,The Hoax,Dark Blue,The Young Messiah,The Brothers Bloom,0.008813920666560837,0.010395861772013015,0.012709806973401405,0.013097542563366482,0.016050870302910525,0.01691631219424128,0.017187708022101233,0.017751184430493616,0.017931391847850975,0.018077873504084963,"'Drama','Music'","'Drama','Music'","'Romance','Drama'","'Drama','Romance'","'Comedy','Drama'","'Comedy','Drama','Romance'","'Comedy','Drama'","'Action','Crime','Drama','Thriller'",'Drama',"'Adventure','Comedy','Drama','Romance'",6.8,6.5,6.5,6.8,7.1,6.6,6.4,6.5,6.4,6.8,6.640000000000001,6.8
2252,Marci X,Fifty Shades of Black,"An Alan Smithee Film: Burn, Hollywood, Burn",Highlander: Endgame,AWOL-72,Date Movie,An American Carol,Fight Valley,From Justin to Kelly,Whipped,Jaws: The Revenge,0.009362648018338082,0.012006573504517282,0.016080268029491918,0.016281569525362083,0.017938642317507636,0.01801293985157737,0.01945042997237323,0.019489135514869305,0.019508286145879516,0.02030848593657919,"'Romance','Comedy'",'Comedy',"'Action','Fantasy','ScienceFiction'",'Thriller','Comedy',"'Comedy','Fantasy'","'Action','Drama'","'Comedy','Romance'","'Comedy','Romance'","'Adventure','Thriller'",4.3,3.0,4.4,2.8,3.6,4.1,3.9,3.0,3.1,3.5,3.5700000000000003,3.3
2253,Equilibrium,The Thing,The World's End,From Dusk Till Dawn,Taxi Driver,The Usual Suspects,American Psycho,12 Angry Men,Room,American History X,Seven Psychopaths,0.039930266130131176,0.04893703116474157,0.05315184515444715,0.05720479220873631,0.059021191949676255,0.06041634673865026,0.06217944285250143,0.06225886233623967,0.06491072279852472,0.06556277635818664,"'Horror','Mystery','ScienceFiction'","'Comedy','Action','ScienceFiction'","'Horror','Action','Thriller','Crime'","'Crime','Drama'","'Drama','Crime','Thriller'","'Thriller','Drama','Crime'",'Drama',"'Drama','Thriller'",'Drama',"'Comedy','Crime'",7.8,6.7,6.9,8.0,8.1,7.3,8.2,8.1,8.2,6.7,7.6,6.9
2254,黃石的孩子,投名狀,キャプテンハーロック,Steamboy,Arn: Tempelriddaren,十月圍城,Монгол,Der Baader Meinhof Komplex,해운대,新宿事件,Space Battleship Yamato,0.003661907716813406,0.061638438548260344,0.06532027955624264,0.08085485526084779,0.08380814824057459,0.09448083315979972,0.1105536832578824,0.11079186508007688,0.11662496726729255,0.12010380784910202,"'Action','Drama','History'","'Animation','ScienceFiction'","'Animation','Fantasy','ScienceFiction'","'Action','Adventure','Drama','Romance'","'Drama','Action','History'",'History',"'Action','Crime','Drama','History','Thriller'","'Action','Adventure','Drama','Thriller'","'Drama','Action','Thriller','Crime'",'ScienceFiction',6.3,6.5,6.4,6.4,6.5,6.5,7.1,6.5,6.7,6.3,6.5200000000000005,6.5
2255,The Yards,The Libertine,Madea's Witness Protection,Legal Eagles,Celebrity,Hope Floats,Love Ranch,Rachel Getting Married,Cat People,Fifty Dead Men Walking,The Lucky Ones,0.004239328559455413,0.0049088468450593226,0.005295160217447581,0.005409691473007294,0.0056719944683799595,0.00847424407744235,0.009548785052321929,0.009581634237653458,0.010601774648055007,0.011524870325131387,"'Drama','Romance'","'Drama','Comedy','Crime'","'Comedy','Crime','Drama','Romance','Thriller'","'Drama','Comedy'","'Drama','Romance'",'Drama','Drama',"'Drama','Fantasy','Horror','Thriller'","'Action','Thriller'","'Comedy','Drama','History'",5.9,5.9,5.8,6.0,5.8,6.0,6.1,6.0,6.1,6.3,5.99,6.0
2256,The Oogieloves in the Big Balloon Adventure,Windsor Drive,Tin Can Man,The Little Ponderosa Zoo,Royal Kill,Def-Con 4,Mutant World,Superbabies: Baby Geniuses 2,Unsullied,From Justin to Kelly,How She Move,0.0012725439905074687,0.0016984221776978892,0.0017515445961280296,0.0025442351771258753,0.003420276937451172,0.004082467617094299,0.004532175217731749,0.007056668505800445,0.007080198751480471,0.007194215338212517,"'Thriller','Mystery'",'Horror',,"'Action','Thriller'",'ScienceFiction','ScienceFiction',"'Comedy','Family'","'Thriller','Action','Horror'","'Comedy','Romance'",'Drama',2.0,2.0,2.0,2.8,2.8,2.6,1.9,3.0,3.0,3.0,2.5100000000000002,2.2
2257,By the Sea,Can't Stop the Music,Lucky You,Sugar Hill,90 Minutes in Heaven,Stonewall,Jindabyne,Fugly,Nine 1/2 Weeks,Coriolanus,Princess Kaiulani,0.0137894385856967,0.013897115715506114,0.018701331265163157,0.019108608311407038,0.02075738306713837,0.021459926540113416,0.023362204166453515,0.024907677409049755,0.02539425802190609,0.025814285868884124,"'Comedy','Music'","'Drama','Romance'","'Drama','Action','Thriller'",'Drama','Drama',"'Crime','Drama','Mystery','Thriller'","'Comedy','Drama','Thriller'","'Drama','Romance'","'Drama','Thriller'",'Drama',4.9,5.4,5.2,5.4,5.2,5.7,5.3,5.8,5.9,4.8,5.3599999999999985,5.4
2258,Steamboy,Space Battleship Yamato,Монгол,해운대,실미도,Flammen & Citronen,2046,十月圍城,新宿事件,Manderlay,Arn: Tempelriddaren,0.015409531499143148,0.016488553100286407,0.025984198911564782,0.026975246812875553,0.028793950366958865,0.03167417007203177,0.035117295014160166,0.037384607075826914,0.037785870650878794,0.03870435824976304,'ScienceFiction','History',"'Action','Adventure','Drama','Thriller'","'Action','Drama','History'","'Crime','Drama','History','War'","'Fantasy','Drama','ScienceFiction','Romance'","'Drama','Action','History'","'Drama','Action','Thriller','Crime'",'Drama',"'Action','Adventure','Drama','Romance'",6.3,6.5,6.5,6.6,6.8,6.9,6.5,6.7,6.9,6.4,6.609999999999999,6.4
2259,The Game of Their Lives,The Christmas Candle,Slacker Uprising,Filly Brown,Yes,Grace Unplugged,Poultrygeist: Night of the Chicken Dead,Out of the Blue,How to Deal,Shanghai Calling,Tiny Furniture,0.0005428578752789681,0.0013409302427184189,0.0019389293571635546,0.002103852325798905,0.0033160117057794425,0.003473892206577456,0.0036199057986074923,0.0036975129202270196,0.005178149479949878,0.005571072839406499,"'Drama','Family'",'Documentary','Drama',"'Drama','Romance'","'Drama','Music'","'Horror','Comedy'",'Drama',"'Drama','Comedy','Romance'",,"'Romance','Comedy','Drama'",5.8,5.9,5.9,5.9,6.0,5.9,5.9,5.7,5.7,5.6,5.83,5.8
2260,All Good Things,Be Kind Rewind,The Ladykillers,The Faculty,Eight Legged Freaks,Ghost Town,Aquamarine,The Family Stone,Hit & Run,Escape from the Planet of the Apes,Palo Alto,0.020341289611623292,0.021218637895698667,0.021407017140586126,0.028804059085455358,0.0305332230860198,0.030561791204621325,0.030673943251714353,0.031098761760968374,0.03341557335571088,0.03525627424361777,"'Drama','Comedy'","'Comedy','Crime','Thriller'","'Horror','Mystery','ScienceFiction'","'Action','Comedy','Horror','Thriller'","'Comedy','Fantasy','Romance'","'Fantasy','Romance','Family','Comedy'","'Comedy','Drama','Romance'","'Action','Comedy','Romance'","'Action','ScienceFiction'",'Drama',6.2,6.0,6.2,5.4,6.4,5.8,6.2,5.5,6.3,6.4,6.039999999999999,5.9
2261,Rapa Nui,Hands of Stone,The Other End of the Line,The Tempest,The Tailor of Panama,A Walk on the Moon,ATL,Dragonslayer,Nurse Betty,Where the Truth Lies,Chasing Liberty,0.011152235145200473,0.012982108120250802,0.0135818466885399,0.013801274738924452,0.01617475608854335,0.01661958193667834,0.01755136359296805,0.018873855476795653,0.01941554433364512,0.02569733427263754,'Drama',"'Comedy','Romance'","'Drama','Fantasy'","'Drama','Thriller'","'Drama','Romance'",'Drama','Fantasy',"'Comedy','Crime','Thriller'","'Drama','Mystery','Thriller'","'Comedy','Romance'",6.1,6.1,6.0,6.2,6.2,6.0,6.5,5.9,5.9,6.1,6.1,6.2
2262,長江七號,Rugrats in Paris: The Movie,紅番區,...E tu vivrai nel terrore! L'aldilà,Die Schlangengrube und das Pendel,Osama,El Mariachi,Love and Other Catastrophes,Død snø,Julija in Alfa Romeo,Los insólitos peces gato,0.026013306304827566,0.027291051611018746,0.031514701977397475,0.03225076826601858,0.03365816689767276,0.03367257840575977,0.033742477061101006,0.03463170791804182,0.03651518527681619,0.044203062528673676,"'Adventure','Animation','Comedy','Family'","'Crime','Action','Comedy','Thriller'",'Horror',"'Mystery','Horror','History'",'Drama',"'Action','Crime','Thriller'","'Comedy','Romance'","'Horror','Comedy'","'Comedy','Drama'","'Comedy','Drama'",6.0,6.5,6.6,6.3,6.3,6.6,5.8,6.1,6.0,5.7,6.19,6.1
2263,Les Visiteurs 2 : Les Couloirs du temps,"Nannerl, la soeur de Mozart",Bon voyage,Maurice Richard,Bon Cop Bad Cop,La sirène du Mississipi,Molière,Des hommes et des dieux,Coco avant Chanel,"Paris, je t'aime",L'Auberge espagnole,0.029214676707520648,0.03174649124151785,0.04382434625392828,0.04388342844553694,0.04652659343479071,0.04676391429751803,0.046986488621408196,0.051836158907035856,0.06396908079771801,0.0659346243058212,'Drama',"'Comedy','Drama','Foreign'",'Drama',"'Action','Comedy','Crime'","'Crime','Drama','Romance'","'Romance','Drama','Comedy'","'Drama','History'","'Drama','History'","'Drama','Romance'","'Drama','Comedy','Romance'",6.2,5.7,6.1,6.5,6.7,6.7,6.5,6.6,6.8,7.0,6.4799999999999995,5.8
2264,Dylan Dog: Dead of Night,American Dreamz,Code of Honor,Nomad,Glitter,The Next Best Thing,Stone,RoboCop 3,Ready to Rumble,Godsend,Girls Gone Dead,0.02092298419610683,0.02415281412233572,0.02486194047137702,0.028870721461352278,0.03098947758820514,0.0310712905941376,0.03231561474848754,0.03330765032578753,0.04016444277735742,0.04183033256169555,"'Comedy','Drama','Family'","'Action','Crime','Thriller'","'Action','History','War'","'Drama','Romance'",'Comedy','Drama',"'Action','Adventure','Crime','ScienceFiction','Thriller'","'Action','Comedy','Drama'","'Drama','Horror','ScienceFiction','Thriller'","'Horror','Comedy'",4.9,4.1,4.3,3.4,4.3,5.2,4.2,4.7,4.7,3.5,4.33,4.5
2265,People I Know,School for Scoundrels,Three to Tango,Josie and the Pussycats,A Guy Thing,Eye for an Eye,Tank Girl,Highway,Roar,Invaders from Mars,The Cry of the Owl,0.003175536205025864,0.005303169948442266,0.00858043293826094,0.011862321230300621,0.013753361230818495,0.015159629237292416,0.015422660995255022,0.016906420075368023,0.018638059325863154,0.019576916182170723,"'Comedy','Drama','Romance'","'Comedy','Romance'","'Comedy','Music'","'Comedy','Romance'","'Drama','Thriller'","'Action','Comedy','Fantasy','ScienceFiction'","'Action','Adventure','Drama'","'Adventure','Thriller'",'ScienceFiction','Drama',5.6,5.4,5.3,5.3,5.8,5.5,5.6,5.6,5.5,5.5,5.510000000000001,5.5
2266,The Tempest,Battle of the Year,Chasing Liberty,The Corruptor,Nurse Betty,The Tailor of Panama,Rapa Nui,5 Days of War,Where the Truth Lies,Stop-Loss,The Other End of the Line,0.007253729969145084,0.009378036352441388,0.009894825143848096,0.011679549238780895,0.013362643421958476,0.0135818466885399,0.016250049296805624,0.018519004301410846,0.021243635093517232,0.02761069380594361,"'Music','Drama'","'Comedy','Romance'","'Action','Crime','Mystery','Thriller'","'Comedy','Crime','Thriller'","'Drama','Thriller'",'Adventure',"'War','Drama'","'Drama','Mystery','Thriller'","'Drama','War'","'Comedy','Romance'",5.9,6.1,6.0,5.9,6.2,6.2,5.8,5.9,6.1,6.1,6.02,6.0
2267,Regression,Machete Kills,House at the End of the Street,The Tuxedo,The Ladykillers,The Blue Lagoon,Tusk,The Last Days on Mars,Miss Congeniality 2: Armed and Fabulous,The To Do List,Eight Legged Freaks,0.044433343009058435,0.05939526365614756,0.07904750271479088,0.09030736946942475,0.09823777108115284,0.1069730092365978,0.10987461536805387,0.11057673418394587,0.11520328184984308,0.1158864100921917,"'Action','Crime','Thriller'","'Horror','Thriller'","'Thriller','Action','Comedy','ScienceFiction'","'Comedy','Crime','Thriller'","'Romance','Adventure','Drama'","'Comedy','Horror'","'ScienceFiction','Thriller','Horror'","'Action','Comedy'","'Comedy','Romance'","'Action','Comedy','Horror','Thriller'",5.3,5.6,5.3,6.0,5.8,5.1,5.2,5.3,5.5,5.4,5.45,5.3
2268,三国之见龙卸甲,Middle of Nowhere,Better Luck Tomorrow,Exotica,The Gatekeepers,Rosewater,Northfork,Spun,Meek's Cutoff,The Sisterhood of Night,Catch a Fire,0.000873982314375521,0.0013721268085028493,0.0015358105723508597,0.0017885419049931128,0.0020333570336541484,0.0023270313051295677,0.002931015516725255,0.0031802917836325495,0.003769113621541753,0.0037997796848814325,'Drama',"'Crime','Drama'","'Drama','Mystery'",'Documentary','Drama',"'Fantasy','Drama','ScienceFiction'","'Comedy','Crime','Drama'","'Drama','Western'","'Mystery','Drama','Thriller'","'Action','Drama','Thriller'",6.6,6.5,6.5,6.5,6.5,6.7,6.6,6.5,6.5,6.4,6.530000000000001,6.6
2269,Butterfly on a Wheel,Take Me Home Tonight,Undisputed,Harley Davidson and the Marlboro Man,The Beaver,Everybody's Fine,Nothing to Lose,Metallica: Through the Never,Birthday Girl,Slither,Joy Ride,0.006873980637799537,0.014278762499332132,0.0171071359595385,0.02392185900484123,0.025064088089164493,0.025465038678207264,0.026834378263895564,0.03011403000421764,0.030650908922529196,0.031243452029359742,"'Comedy','Drama','Romance'","'Action','Adventure','Drama','Thriller'","'Action','Thriller'",'Drama','Drama',"'Action','Adventure','Comedy'",'Music',"'Comedy','Crime','Thriller'","'Comedy','Horror','ScienceFiction'","'Mystery','Thriller','Drama'",6.2,6.1,6.1,6.3,6.5,6.3,6.7,6.1,6.3,6.3,6.29,6.3
